FIPS,PST045211,POP010210,POP050210,POP010200,AGE115210,AGE275210,AGE765210,SEX205210,RHI105210,RHI205210,RHI305210,RHI405210,RHI505210,RHI605210,RHI705210,RHI805210,POP715210,POP645210,POP815210,EDU635210,EDU685210,VET605210,LFE305210,HSG030210,HSG445210,HSG096210,HSG495210,HSD410210,HSD310210,INC910210,INC110210,PVY020210,BZA010209,BZA110209,BZA115209,NES010209,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030210,FED110209,LND110210,POP060210
29117,0,15195,4.4,14558,6.0,21.9,18.2,55.2,95.4,2.4,0.3,0.3,0.0,1.2,1.2,94.7,86.3,0.2,1.0,85.1,19.0,1210,17.3,6730,66.6,13.3,92700,5688,2.44,20295,39683,20.6,420,4838,-7.0,945,1364,0.0,0.0,0.0,0.0,0.0,30.1,130272,86240,234535,16582,17366,29,154361,532.33,28.5
29119,0,23083,6.5,21681,7.3,28.1,12.5,49.5,85.0,0.6,2.9,0.8,1.1,3.2,11.2,81.0,82.4,5.9,11.3,76.6,8.9,2037,27.6,9925,70.3,7.2,86800,8016,2.85,17070,36619,15.3,313,5092,5.1,1217,1388,0.0,0.0,0.0,0.0,2.1,20.1,0,0,223284,9735,10000,15,144541,539.48,42.8
29121,0,15566,-1.2,15762,6.8,24.3,19.4,51.1,95.2,2.3,0.2,0.4,0.1,1.6,1.0,94.7,90.8,0.1,2.6,82.1,15.0,1455,21.8,7665,76.5,8.7,84200,6348,2.34,18411,36429,14.8,374,3118,-20.5,1096,1687,0.0,0.0,0.0,0.0,0.0,30.4,0,50614,156455,10118,15206,12,143878,801.23,19.4
29123,0,12226,3.6,11800,6.5,24.0,17.7,50.9,97.1,0.3,0.4,0.3,0.0,0.8,2.0,96.4,84.2,1.5,3.9,75.6,10.7,1203,23.8,5970,77.3,7.6,83400,4757,2.54,17239,33456,19.3,285,2858,16.0,705,792,0.0,0.0,0.0,0.0,0.0,0.0,0,6904,106559,8661,6690,1,108291,494.39,24.7
29125,0,9176,3.1,8903,6.1,23.5,17.9,49.5,97.7,0.3,0.6,0.1,0.0,1.1,0.8,97.1,88.4,0.9,2.5,79.6,14.2,834,28.2,4611,82.0,4.9,112500,3615,2.51,19155,40185,13.9,138,1057,-0.7,536,717,0.0,0.0,0.0,0.0,0.0,0.0,0,7401,46261,5125,2635,5,61597,526.98,17.4
29127,0,28781,1.7,28289,6.9,23.9,15.7,51.9,91.8,4.9,0.2,0.5,0.1,2.1,1.4,91.0,81.4,0.4,1.6,83.9,16.9,2398,17.7,12826,67.3,18.8,91200,11384,2.39,20718,40859,16.0,852,10628,-12.6,1713,2150,0.0,0.0,0.0,0.0,0.0,21.5,0,114413,422995,15033,41812,56,259475,436.92,65.9
29129,0,3785,0.7,3757,6.9,25.4,20.2,49.7,97.8,0.2,0.4,0.5,0.0,1.0,0.7,97.3,80.3,1.7,5.4,87.3,14.2,372,21.4,2135,75.7,10.5,69600,1554,2.38,19031,34008,15.9,76,412,-4.8,266,289,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20164,5850,647,1,41578,453.84,8.3
29131,0,24748,5.0,23564,6.5,24.8,15.7,50.2,96.7,0.4,0.5,0.3,0.1,1.5,1.4,96.0,84.7,1.5,2.5,82.6,11.9,2625,27.0,12758,75.3,12.6,108200,10410,2.33,18202,35838,16.8,722,6279,7.7,1568,2115,0.0,0.0,0.0,0.0,0.0,18.4,74805,68853,451776,18214,30047,12,187198,592.60,41.8
29133,0,14358,6.9,13427,6.2,22.2,15.2,46.4,74.1,24.0,0.2,0.2,0.0,1.1,1.6,73.3,82.0,2.5,3.5,66.2,10.5,1071,19.4,5711,62.8,11.5,67400,5287,2.61,15927,29586,27.6,270,2596,-5.3,576,715,0.0,0.0,0.0,0.0,0.0,28.0,0,235151,161504,11946,10000,12,178747,411.58,34.9
29135,0,15607,5.3,14827,6.9,25.2,13.8,47.3,92.4,3.7,0.3,0.4,0.1,1.2,3.8,90.7,83.8,2.0,5.7,80.4,17.1,1316,25.9,6176,78.3,7.7,111900,5475,2.59,19267,47162,11.3,336,2727,-12.7,869,1004,0.0,0.0,0.0,0.0,0.0,0.0,0,106296,159656,10580,8206,1,100464,415.03,37.6
29137,0,8840,-5.1,9311,6.1,23.3,18.6,50.0,95.1,3.0,0.3,0.3,0.0,1.2,1.0,94.3,86.1,0.6,1.9,84.6,11.9,1004,25.7,4798,76.4,7.0,79100,3835,2.31,19834,38750,12.9,194,1702,-21.9,618,0,0.0,0.0,0.0,0.0,0.0,0.0,0,36552,47986,5219,4383,23,105347,647.65,13.6
29139,0,12236,0.8,12136,6.3,23.3,18.7,50.0,95.7,1.6,0.2,0.3,0.0,1.5,1.4,95.1,83.1,0.4,1.5,78.3,12.2,1180,28.4,6130,76.8,8.4,107300,4869,2.45,19634,39369,14.8,276,2085,-26.8,768,1094,0.0,0.0,0.0,0.0,0.0,17.5,121656,117151,81503,6829,6008,26,108175,536.25,22.8
29141,0,20565,6.5,19309,6.1,22.0,22.1,50.2,96.1,0.6,0.7,0.4,0.0,1.8,1.8,95.2,88.9,1.0,8.1,78.7,11.8,2513,27.1,15517,81.7,3.5,114400,8414,2.40,18789,36696,17.0,498,2818,-17.8,1659,1923,0.0,0.0,0.0,0.0,0.0,12.4,108135,22059,191467,9221,13322,1,162678,597.63,34.4
29143,0,18956,-4.1,19760,6.6,23.8,16.1,52.0,81.7,15.8,0.2,0.4,0.0,1.5,1.1,81.1,82.5,0.7,1.8,73.2,12.2,1599,18.4,8531,64.3,15.2,67100,7719,2.43,18811,32895,21.1,398,5678,-10.7,794,1068,0.0,0.0,0.0,0.0,0.0,19.1,0,288016,509771,28850,14988,20,270372,674.84,28.1
29145,0,58114,10.4,52636,6.7,25.4,15.2,50.4,89.3,0.8,2.3,1.3,0.9,3.1,4.4,87.7,84.1,3.3,6.3,84.9,18.3,5058,20.2,24313,74.6,7.2,103400,21618,2.63,20832,41163,16.3,1288,19669,22.4,3930,5599,0.0,1.5,0.0,0.0,0.0,21.2,646652,491844,605682,10809,69583,45,304978,624.77,93.0
29147,0,23370,6.7,21912,5.2,18.2,13.2,49.3,94.5,2.4,0.2,1.6,0.0,0.9,1.3,93.6,71.5,1.9,5.2,88.4,23.7,1373,15.8,9524,60.6,22.2,94900,8341,2.43,18909,38621,22.8,492,7529,8.0,1301,2296,0.0,0.0,0.0,0.0,0.0,19.5,866565,0,206771,9377,28785,27,168089,876.96,26.6
29149,0,10881,5.2,10344,5.7,22.3,19.8,50.4,96.6,0.1,1.2,0.3,0.0,1.7,1.2,95.6,85.8,1.3,1.0,76.8,10.2,1143,27.6,5486,74.9,4.8,69200,4470,2.39,15093,26144,24.0,212,1575,-7.1,743,1002,0.0,0.0,0.0,0.0,0.0,26.3,0,14176,90916,8789,5890,2,106156,789.80,13.8
29151,0,13878,6.2,13062,6.4,24.7,15.0,48.0,98.8,0.2,0.2,0.1,0.1,0.5,0.6,98.4,90.6,0.5,1.4,86.0,13.2,1210,26.4,6533,84.6,6.1,120400,5301,2.58,21484,45746,10.9,272,2934,9.4,946,0,0.0,0.0,0.0,0.0,0.0,0.0,433058,26739,132832,9940,4114,0,87624,604.35,23.0
29153,0,9723,1.9,9542,5.1,20.0,23.4,49.5,97.4,0.1,0.7,0.1,0.0,1.4,1.3,96.5,95.9,0.8,1.1,78.7,11.1,1243,28.5,5652,82.4,3.2,107000,3964,2.44,17298,31960,16.5,183,908,-9.7,773,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45982,4913,6403,6,99283,744.97,13.1
29155,0,18296,-8.7,20047,7.7,27.5,14.7,52.5,70.4,26.8,0.3,0.2,0.0,1.5,1.9,69.6,83.1,0.9,1.7,70.1,9.8,1164,16.4,8161,56.1,17.5,61200,7026,2.60,15841,30120,31.8,379,4671,3.2,836,1043,0.0,0.0,0.0,0.0,0.0,41.9,0,382627,209476,11275,14371,14,315971,492.54,37.1
29157,0,18971,4.6,18132,6.6,25.1,15.6,50.1,97.2,0.4,0.3,0.4,0.0,0.9,1.7,96.5,87.1,1.7,3.2,80.5,12.2,1584,22.2,8568,78.1,7.3,122400,7691,2.45,22200,45713,10.6,502,8887,5.4,1104,1584,0.0,0.0,0.0,0.0,0.0,19.3,711618,97342,263521,14060,20242,25,124112,474.35,40.0
29159,0,42201,7.1,39403,7.5,25.6,14.7,50.8,89.7,3.0,0.4,0.6,0.1,2.3,7.2,87.0,83.0,5.5,10.1,81.3,15.8,3823,21.5,18249,71.5,14.4,93200,16288,2.52,19351,37658,16.2,1056,17284,-2.2,2493,3399,0.0,0.0,0.0,0.0,0.0,21.2,1535848,169425,547263,13415,55361,28,332418,682.22,61.9
29161,0,45156,13.4,39825,6.2,21.7,13.6,47.7,91.7,2.2,0.6,2.9,0.1,2.2,2.0,90.3,78.8,3.1,5.8,85.9,25.3,4405,17.7,19533,65.5,19.2,114700,16726,2.44,20817,40260,17.9,1133,13099,6.7,2615,3050,1.3,0.0,0.0,0.0,0.0,29.3,454757,103508,632535,14900,73609,98,413452,671.78,67.2
29163,0,18516,0.9,18351,6.1,22.2,15.6,45.2,90.2,7.2,0.2,0.2,0.0,1.4,1.8,89.2,83.0,1.5,5.0,79.5,12.6,1956,21.0,7875,71.6,12.4,97900,6721,2.41,18769,42082,12.9,396,4207,10.4,1077,1252,0.0,0.0,0.0,0.0,0.0,26.8,308929,252229,161331,8746,11303,6,151257,670.44,27.6
29165,0,89322,21.1,73781,6.4,24.6,11.2,50.8,87.2,5.9,0.5,2.3,0.3,2.5,5.0,84.1,81.2,4.6,6.4,94.1,36.9,8276,22.9,39223,67.7,27.1,185100,35065,2.46,34037,65948,7.0,2247,39973,11.8,6215,8768,3.4,0.0,3.2,0.0,2.1,29.4,2077389,3535450,1737430,19821,465596,137,471449,420.19,212.6
29167,0,31137,15.4,26992,6.4,24.6,16.1,50.7,96.2,0.8,0.6,0.3,0.0,1.5,2.0,95.0,80.5,1.7,5.9,79.5,16.6,2925,26.0,13304,72.0,7.9,112300,11718,2.48,18138,35831,21.6,601,7047,-8.1,2343,2961,0.0,0.0,0.0,0.0,0.0,25.9,0,43310,275957,9140,23301,21,218620,635.52,49.0
29169,0,52274,27.0,41165,7.5,24.0,7.2,44.1,77.5,11.4,0.8,2.6,0.6,4.8,9.0,72.4,58.7,5.1,12.9,88.1,18.4,6579,20.4,17904,56.2,20.4,120200,15412,2.58,19800,43155,14.3,732,8253,45.3,1915,2698,2.8,0.0,0.0,0.0,0.0,28.0,0,18216,376475,8479,74338,54,1667610,547.10,95.5
29171,0,4979,-4.7,5223,6.0,23.3,21.6,50.3,98.2,0.2,0.1,0.5,0.0,0.8,0.7,97.7,88.7,2.0,2.8,85.8,15.6,417,20.6,2982,74.1,5.6,98200,2224,2.26,20005,34545,18.1,101,625,-4.9,420,503,0.0,0.0,0.0,0.0,0.0,0.0,0,0,38629,7916,453,2,56758,517.32,9.6
29173,0,10167,5.6,9626,6.3,23.4,16.5,49.4,97.3,1.1,0.1,0.2,0.1,1.0,1.0,96.7,91.9,0.1,0.9,84.5,16.1,1058,23.3,5183,81.8,7.1,106800,4139,2.43,22605,45194,9.3,195,3495,41.0,698,828,0.0,0.0,0.0,0.0,0.0,18.2,0,0,60215,6189,3626,0,72505,469.78,21.6
29175,0,25414,3.0,24663,6.3,23.1,14.2,47.7,91.0,5.9,0.3,0.4,0.0,2.1,1.6,90.0,84.4,1.3,1.8,82.2,11.7,2150,20.5,10714,73.6,10.8,81100,9070,2.50,17049,36458,18.2,597,8209,8.5,1294,1726,0.0,0.0,0.0,0.0,0.0,0.0,196853,0,293462,11460,21767,5,213106,482.68,52.7
29177,0,23494,0.6,23354,6.2,25.0,14.8,50.2,96.3,1.2,0.5,0.3,0.1,1.4,1.8,95.1,86.8,1.2,1.9,86.1,13.5,2007,31.8,9984,78.7,9.1,126100,9196,2.55,25244,53343,9.4,381,2996,-19.5,1373,1766,0.0,0.0,0.0,0.0,0.0,22.1,0,92227,141668,6023,10157,14,136159,568.81,41.3
29179,0,6696,0.1,6689,5.9,22.9,20.1,49.0,96.7,0.7,0.6,0.2,0.0,1.6,1.0,96.1,87.6,0.4,1.1,72.8,6.7,751,26.1,4033,73.8,3.9,76300,2878,2.27,16964,32059,21.3,212,1553,-2.6,469,547,0.0,0.0,0.0,0.0,0.0,0.0,0,8302,28708,4484,4126,6,73504,808.48,8.3
29181,0,14100,4.4,13509,5.9,23.5,18.8,50.5,96.8,0.3,0.9,0.3,0.0,1.4,1.0,96.2,81.4,1.2,1.2,70.6,12.2,1576,22.1,6597,73.4,3.6,68100,5558,2.49,15115,29369,24.0,409,2294,17.2,866,1117,0.0,0.0,0.0,0.0,0.0,24.2,0,7953,92395,6815,5678,2,150798,629.54,22.4
29183,0,360485,27.0,283883,6.7,25.8,11.2,50.9,90.7,4.1,0.2,2.2,0.0,1.8,2.8,89.1,88.2,3.4,6.2,92.2,33.4,27493,25.0,141016,82.0,15.2,197300,130973,2.64,30664,70331,5.0,7954,115826,21.2,21559,28083,2.0,0.2,2.1,0.0,0.8,27.9,6532751,9325599,4408513,12822,537680,1799,1983280,560.44,643.2
29185,0,9805,1.6,9652,5.0,20.0,23.4,49.5,96.5,0.5,0.7,0.1,0.0,1.8,1.7,95.5,87.8,0.3,1.7,82.9,14.1,1119,25.7,5640,80.9,4.7,82800,4320,2.24,18309,32217,16.6,169,1449,6.3,687,1039,0.0,0.0,0.0,0.0,0.0,28.3,0,0,64746,6861,5420,1,105015,669.98,14.6
29186,0,18145,1.7,17842,5.6,23.3,16.0,49.5,97.6,0.7,0.3,0.3,0.0,1.0,0.8,97.0,91.9,0.6,1.4,81.1,11.6,1931,28.1,8637,83.5,5.9,124700,7369,2.42,22665,46911,10.7,399,5528,4.6,1019,1411,0.0,0.0,0.0,0.0,0.0,19.0,368461,73610,148176,8311,11391,8,104969,499.15,36.4
29187,0,65359,17.5,55641,6.1,22.0,14.3,46.8,93.6,4.2,0.4,0.4,0.0,1.2,1.2,92.8,80.5,1.0,2.6,79.2,14.8,6618,26.1,28458,73.6,12.8,101800,24122,2.39,18852,38589,15.7,1491,17171,3.6,3253,4978,0.0,0.0,0.0,0.0,0.0,26.9,341767,0,685764,10930,0,352,492586,451.89,144.6
29189,0,998954,-1.7,1016315,5.9,23.4,15.0,52.7,70.3,23.3,0.2,3.5,0.0,1.9,2.5,68.9,86.2,6.2,8.2,90.7,39.1,78568,23.2,438032,72.5,23.2,179300,404777,2.41,33344,57561,9.6,30182,563427,-4.0,67580,91810,10.5,0.2,3.6,0.0,1.1,27.2,22654565,27366632,17237496,17347,2440721,673,11912948,507.80,1967.2
29195,0,23370,-1.6,23756,6.4,23.1,15.8,50.5,86.2,5.3,0.3,0.5,0.7,2.4,8.2,83.2,81.7,4.9,8.2,79.8,17.7,1840,20.4,10117,69.8,12.9,84000,8939,2.41,18581,38818,19.1,535,7133,-6.7,1170,1668,0.0,0.0,0.0,0.0,0.0,17.1,803465,0,230299,10141,15866,23,220575,755.50,30.9
29197,0,4431,6.3,4170,6.6,25.7,19.6,51.4,98.6,0.0,0.2,0.2,0.0,0.8,0.7,98.2,87.1,0.7,0.9,87.0,9.6,345,26.5,2102,71.5,9.7,55900,2097,2.07,18410,31358,20.9,92,361,-6.5,300,371,0.0,0.0,0.0,0.0,0.0,42.9,0,0,32109,7858,386,1,50933,307.30,14.4
29199,0,4843,-2.8,4983,7.9,28.1,18.1,51.4,98.6,0.1,0.2,0.2,0.0,0.5,0.7,98.3,90.5,0.5,11.0,81.5,17.8,388,22.6,2369,79.2,9.5,75000,1980,2.38,19895,39722,19.5,124,771,-9.7,488,650,0.0,0.0,0.0,0.0,0.0,0.0,0,0,39408,8205,2216,5,54868,436.67,11.1
29201,0,39191,-3.0,40422,7.0,25.1,15.0,51.8,85.7,11.4,0.2,0.3,0.0,1.6,1.8,84.9,85.2,0.7,2.1,75.8,13.7,3079,19.1,16987,69.6,12.6,95000,15520,2.48,19566,37716,18.0,1108,13408,-1.6,2063,2917,0.0,0.0,0.0,0.0,0.0,25.0,976857,252385,358429,8780,0,28,373548,419.99,93.3
29203,0,8441,1.4,8324,6.1,23.4,17.3,50.2,96.0,0.2,0.9,0.2,0.0,2.3,1.6,94.9,90.2,1.4,1.7,76.4,13.7,675,23.8,4164,78.0,4.3,72100,3402,2.47,15309,30766,22.8,170,1032,-19.1,796,1306,0.0,0.0,0.0,0.0,0.0,0.0,0,14335,26168,3137,4419,0,104275,1003.82,8.4
29205,0,6373,-6.3,6799,6.9,25.1,19.4,51.0,98.1,0.5,0.2,0.2,0.0,0.7,1.1,97.3,89.2,1.4,1.7,88.6,13.4,529,24.3,3206,70.2,9.2,69400,2705,2.30,18056,35012,12.0,177,1231,-12.3,502,684,0.0,0.0,0.0,0.0,0.0,15.8,0,30529,49094,7606,1680,3,74872,500.86,12.7
29207,0,29968,0.9,29705,6.0,22.8,17.8,51.4,97.3,0.9,0.4,0.2,0.0,1.0,1.2,96.5,83.4,0.3,1.1,75.0,11.7,2884,21.4,13609,70.6,8.8,80800,12130,2.43,20911,35932,18.0,718,8089,-6.7,1808,2604,0.0,0.0,0.0,0.0,0.0,22.2,887974,196305,436085,14717,20526,18,311373,823.22,36.4
29209,0,32202,12.4,28658,4.4,18.7,24.4,50.7,97.2,0.2,0.6,0.3,0.0,1.4,1.7,96.1,83.4,1.1,2.3,83.4,16.8,4170,26.4,20373,76.0,9.1,139900,13529,2.35,21748,41351,16.0,703,4981,-5.9,2885,3488,0.0,0.0,0.0,0.0,0.0,27.0,0,14165,222907,7087,47618,97,211407,464.03,69.4
29211,0,6714,-7.0,7219,6.3,24.2,17.0,48.9,88.7,0.5,0.7,0.1,0.1,1.2,18.6,79.7,83.4,8.4,14.0,80.9,9.9,544,18.4,3358,70.6,10.4,68700,2642,2.52,16633,30459,21.1,122,2142,-5.1,395,472,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45021,6623,646,1,77531,647.98,10.4
29213,0,51675,30.2,39703,6.1,22.1,17.7,51.3,93.6,0.9,0.8,0.7,0.1,2.2,4.8,91.1,78.8,3.1,5.0,86.6,20.0,5229,20.3,29255,67.7,27.0,132100,20281,2.34,21474,39026,14.8,1827,22932,14.3,4321,6694,0.0,0.0,1.0,0.0,0.0,22.8,0,76049,833027,18157,360747,464,311542,632.44,81.7
29215,0,26008,13.1,23003,6.2,22.0,18.0,48.0,93.6,3.4,0.7,0.3,0.0,1.8,1.6,92.3,87.5,1.1,1.8,79.4,11.8,3024,24.4,11685,74.3,6.6,92100,9523,2.52,15790,31552,21.5,503,4518,-6.3,1772,2515,0.0,0.0,0.0,0.0,0.0,15.6,214691,50665,167843,6845,10980,9,202709,1177.27,22.1
29217,0,21159,3.4,20454,6.9,24.9,16.4,51.5,96.5,0.5,0.7,0.5,0.0,1.4,1.6,95.5,81.3,1.4,2.4,84.1,14.3,1699,17.3,9495,70.0,11.1,82600,8329,2.45,18314,34387,21.2,523,5649,-3.3,1352,1846,0.0,0.0,1.6,0.0,0.0,26.5,0,61170,200581,10004,18697,5,170500,826.40,25.6
29219,0,32513,32.6,24525,7.1,25.0,14.6,50.2,94.4,1.9,0.4,0.4,0.0,1.8,2.9,92.9,86.6,1.6,4.1,83.0,16.9,2753,29.7,14685,78.4,7.8,161000,12122,2.56,24358,50231,12.3,567,5858,-1.8,1915,2815,0.0,0.0,0.0,0.0,0.0,21.6,297421,0,317983,10438,22441,124,168237,428.60,75.9
29221,0,25195,7.9,23344,6.6,24.1,13.4,48.7,95.8,2.2,0.4,0.2,0.0,1.2,1.0,95.1,88.8,0.6,1.5,70.3,7.7,2081,34.2,11017,80.5,5.0,82400,9070,2.63,16867,35901,20.7,553,3145,7.5,1059,1374,0.0,0.0,0.0,0.0,0.0,0.0,104179,0,124339,5116,17311,6,181118,759.91,33.2
29223,0,13521,2.0,13259,5.2,20.8,21.4,49.9,97.2,0.3,0.4,0.2,0.0,1.6,1.0,96.5,87.6,0.4,0.6,72.9,8.7,1306,25.5,8083,73.3,4.2,72200,5838,2.29,17105,30621,19.8,273,1888,-8.6,744,797,0.0,0.0,0.0,0.0,0.0,23.6,0,29839,65784,5255,4414,0,207341,759.18,17.8
29225,0,36202,16.6,31045,7.5,27.7,13.1,49.5,96.3,0.9,0.7,0.2,0.0,1.5,1.7,95.2,84.6,0.3,5.1,82.2,14.7,3065,30.3,14417,76.6,6.4,120500,12928,2.71,18699,40889,16.8,668,5061,-5.3,2826,3810,0.0,0.0,0.0,0.0,0.0,24.0,161470,69536,294218,8197,22194,27,225607,592.56,61.1
29227,0,2171,-8.9,2382,4.5,20.5,23.7,50.9,97.7,0.6,0.2,0.3,0.0,0.6,1.1,97.4,83.7,0.4,0.4,85.5,12.8,191,22.4,1281,77.2,8.4,57600,977,2.18,18229,38220,16.2,50,184,-21.7,190,204,0.0,0.0,0.0,0.0,0.0,0.0,0,7737,13164,6359,526,0,27309,266.61,8.1
29229,0,18815,4.8,17955,6.8,25.9,17.5,51.2,97.2,0.5,0.6,0.3,0.0,1.3,1.3,96.3,83.0,1.6,2.7,76.3,11.3,1643,24.2,8700,71.5,6.6,89300,7499,2.48,16413,29636,24.7,409,3440,-8.8,1360,1916,0.0,0.0,0.0,0.0,0.0,0.0,146589,31676,237875,13121,38047,5,186244,681.77,27.6
29510,0,319294,-8.3,348189,6.6,21.2,11.0,51.7,43.9,49.2,0.3,2.9,0.0,2.4,3.5,42.2,77.6,6.7,8.9,80.6,26.9,21890,24.4,176002,47.2,53.5,122200,140439,2.19,21406,33652,26.0,9061,238347,-9.6,18470,23632,21.4,0.6,5.1,0.0,1.4,28.3,10920629,5042147,2496672,7020,1059295,259,10004508,61.91,5157.5
30000,998199,989415,9.7,902195,6.3,22.6,14.8,49.8,89.4,0.4,6.3,0.6,0.1,2.5,2.9,87.8,83.2,2.0,4.6,91.0,27.9,100874,17.7,482825,69.0,16.3,173300,401328,2.36,23836,43872,14.5,36326,341357,15.2,78775,114398,0.2,2.0,0.6,0.0,1.0,24.6,10638145,8202782,14686854,15343,2079426,2022,10353034,145545.80,6.8
30001,0,9246,0.5,9202,5.3,20.1,16.9,48.8,94.8,0.2,1.4,0.4,0.4,1.6,3.7,92.7,84.0,2.5,6.4,91.8,30.4,1110,13.7,5273,64.7,7.8,169700,3918,2.26,21110,38264,15.0,363,2238,5.3,858,1324,0.0,0.0,0.0,0.0,0.0,0.0,0,24333,122910,13877,16054,13,86164,5541.62,1.7
30003,0,12865,1.5,12671,10.5,33.2,10.0,50.3,31.4,0.2,64.3,0.5,0.0,2.6,4.0,30.4,82.7,0.7,26.0,83.6,12.6,790,19.0,4695,66.6,9.9,89700,3584,3.52,15066,36550,23.5,216,2148,5.8,532,563,0.0,10.8,0.0,0.0,0.0,0.0,0,0,87369,6852,13590,0,157754,4995.46,2.6
30005,0,6491,-7.4,7009,8.9,30.0,13.5,50.0,48.2,0.1,49.4,0.1,0.0,2.0,1.8,47.9,91.3,0.5,4.5,85.4,17.2,674,13.3,2843,63.4,10.0,73100,2338,2.71,16813,37034,29.0,150,1059,8.1,335,322,0.0,0.0,0.0,0.0,0.0,0.0,0,27575,44240,6813,2414,0,105345,4227.55,1.5
30007,0,5612,28.0,4385,5.8,22.5,17.8,48.8,96.2,0.3,1.3,0.2,0.2,1.5,2.2,94.6,84.1,0.7,1.2,89.8,15.2,668,25.6,2695,78.7,4.3,159700,1878,2.76,19606,44667,10.1,143,899,13.2,394,660,0.0,0.0,0.0,0.0,0.0,0.0,0,10326,59235,12928,5749,3,39048,1192.54,4.7
30009,0,10078,5.5,9552,4.1,19.7,18.8,49.3,97.2,0.3,0.8,0.2,0.0,1.0,1.9,95.9,84.0,2.1,2.3,91.3,28.5,1100,23.3,6441,72.9,4.9,200700,4149,2.37,24983,49010,12.2,407,2244,14.7,1023,1641,0.0,0.0,0.0,0.0,0.0,24.6,0,20962,60650,6219,18542,9,71786,2048.79,4.9
30011,0,1160,-14.7,1360,3.4,17.5,23.2,49.5,97.8,0.1,0.9,0.1,0.0,0.8,0.7,97.6,91.8,0.4,1.7,91.1,15.2,140,13.0,810,75.0,2.5,66200,580,2.21,20681,35703,14.0,30,0,0.0,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11929,9667,0,0,26539,3340.75,0.3
30013,0,81327,1.2,80357,6.8,22.9,15.6,50.1,89.2,1.2,4.3,0.8,0.1,3.6,3.3,87.4,80.7,2.2,4.9,90.8,23.9,11445,15.9,37276,66.8,23.3,146600,33164,2.37,22963,42389,13.5,2498,29975,8.0,4704,7266,0.0,2.6,0.0,0.0,0.0,25.1,670881,672008,1302292,15924,174295,150,1047220,2698.16,30.1
30015,0,5813,-2.6,5970,7.1,26.7,17.3,50.8,75.8,0.1,21.8,0.4,0.1,1.6,1.6,75.5,90.5,1.5,0.8,90.2,22.5,584,18.6,2879,66.3,5.1,107000,2170,2.60,20202,41064,21.0,150,765,2.0,358,674,0.0,0.0,0.0,0.0,0.0,0.0,0,38357,44696,8576,3802,0,72213,3972.49,1.5
30017,0,11699,0.0,11696,6.2,22.7,17.5,50.3,95.5,0.3,1.7,0.3,0.1,1.6,2.2,94.1,78.6,1.1,2.3,91.2,19.2,1220,14.3,5560,65.6,11.2,86700,5168,2.18,21676,38913,15.7,394,4260,9.1,768,1005,0.0,0.0,0.0,0.0,0.0,21.9,0,75061,199923,17987,22098,6,109547,3783.36,3.1
30019,0,1751,-13.2,2017,5.6,21.0,24.8,49.7,95.7,0.2,2.1,0.2,0.0,1.7,1.5,94.4,91.6,1.6,0.8,94.6,19.7,184,12.5,1111,81.9,4.8,77300,773,2.12,24737,38125,14.1,71,0,0.0,133,179,0.0,0.0,0.0,0.0,0.0,0.0,0,9863,26586,15806,1027,1,61769,1426.11,1.2
30021,0,8966,-1.0,9059,6.1,20.8,17.9,49.5,95.7,0.3,1.7,0.3,0.0,1.6,2.0,94.5,82.9,0.5,2.4,89.6,18.4,1005,16.6,4233,74.0,10.6,100300,3715,2.17,24602,50752,9.3,313,2865,15.7,596,521,0.0,0.0,0.0,0.0,0.0,0.0,0,107556,118284,13784,21216,1,80756,2371.87,3.8
30023,0,9298,-1.3,9417,4.5,18.9,19.2,47.1,93.1,0.4,3.1,0.3,0.0,2.5,2.9,91.6,79.0,1.0,3.5,85.1,18.8,1369,21.5,5122,72.7,11.2,102600,4136,1.92,21921,35310,21.2,237,2748,17.7,507,756,0.0,0.0,0.0,0.0,0.0,0.0,0,0,71477,8067,16363,17,97470,736.53,12.6
30025,0,2890,1.9,2837,7.5,23.5,17.4,49.3,97.4,0.1,0.4,0.6,0.1,1.3,1.2,96.6,81.9,1.6,1.7,88.1,15.7,203,11.3,1470,76.2,5.1,86700,1193,2.36,26819,52529,8.5,131,860,28.7,288,520,0.0,0.0,0.0,0.0,0.0,0.0,0,32883,26323,9926,4002,6,36042,1620.77,1.8
30027,0,11586,-2.6,11893,5.4,20.2,21.5,49.8,96.6,0.2,1.2,0.2,0.0,1.5,1.5,95.7,88.5,1.0,2.0,89.1,23.0,1336,13.8,5836,71.7,13.7,104100,4966,2.26,22295,37607,14.7,456,3325,8.7,1020,1454,0.0,0.0,0.0,0.0,0.0,30.7,0,400247,135416,12093,14146,1,135503,4339.80,2.7
30029,0,90928,22.1,74471,6.3,23.4,14.4,50.2,95.5,0.2,1.1,0.6,0.1,2.1,2.3,94.0,91.7,2.0,2.6,92.1,26.7,9307,18.2,46963,71.5,13.8,231800,36348,2.43,24721,44998,11.7,4054,32182,14.4,9412,13592,0.0,1.1,0.3,0.0,1.0,24.2,919447,863649,1581348,18135,232886,154,598477,5087.66,17.9
